name,spec,price,link
Lovely gite to let on complex in Charente - PC005856,"Bedrooms 5, Sleeps 11",£695 to £1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005856/index.htm
Luxury holiday let near St Sauveur le Vicomt - NM001949_D,"Bedrooms 3, Sleeps 5",€600 to €1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001949_D/index.htm
Holiday let in rural Dordogne + private pool - AD004389,"Bedrooms 3, Sleeps 6",£400 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004389/index.htm
Charming barn conversion to let in Aquitaine - AT005807,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£534 to £884 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005807/index.htm
"Holiday gite, private pool, Dordogne - AD007697","Bedrooms 2, Sleeps 4",£550 to £880 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007697/index.htm
Peaceful gite to let in Poitou Charentes - PV004224,"Bedrooms 2, Sleeps 4, Ratings 5 10/10",£452 to £833 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV004224/index.htm
 Holiday Villa to let in heart of the Loire - LL005760,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£480 to £770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL005760/index.htm
Spacious luxury gite let nr to Vendee beaches - LV004472_C,"Bedrooms 3, Sleeps 8",£975 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV004472_C/index.htm
Holiday let with pool in rural Aquitaine - AT005976,"Bedrooms 3, Sleeps 6, Ratings 2 10/10",£650 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005976/index.htm
Holiday villa 3 minutes walk of Vendee coast - LV005804,"Bedrooms 3, Sleeps 6, Ratings 1 9.3/10",£990 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005804/index.htm
Spacious seaside house to let in Brittany - BN005452,"Bedrooms 5, Sleeps 10, Ratings 2 10/10",£1220 to £1850 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN005452/index.htm
Holiday gite in Brittany - BM006084,"Bedrooms 2, Sleeps 4",£370 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM006084/index.htm
Gite for holiday rental in Brittany - BF003071,"Bedrooms 2, Sleeps 5, Ratings 6 9.3/10",£325 to £655 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF003071/index.htm
"Gite & pool to let, Mialet, ideal for couples - AD006415","Bedrooms 2, Sleeps 4, Ratings 3 10/10",£600 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006415/index.htm
Holiday gite in rural Dordogne with pool - AD005864_A,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",€815 to €1235 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005864_A/index.htm
Villa to let with private pool in Aquitaine - AT005865,"Bedrooms 3, Sleeps 6, Ratings 6 10/10",£1750 to £1980 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005865/index.htm
Holiday gite to let in manor grounds nr Najac - MN006900,"Bedrooms 4, Sleeps 8",£1100 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MN006900/index.htm
"Stone cottage by the sea in Normandy, Manche - NM003542","Bedrooms 2, Sleeps 4, Ratings 5 9.4/10",£540 to £585 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003542/index.htm
"Lovely gite with pool to let, Charente - PC006531","Bedrooms 2, Sleeps 4",£450 to £585 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006531/index.htm
Spacious holiday gite shared pool near Auch - MG006558,"Bedrooms 2, Sleeps 5",£460 to £760 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG006558/index.htm
"Lovely country home with pool, nr Cognac - PM006088","Bedrooms 4, Sleeps 8, Ratings 3 10/10",£900 to £2050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM006088/index.htm
Pretty cottage with shared pool in Charente - PC003659,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£350 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC003659/index.htm
Holiday cottage with pool in Western Loire - LV006634_B,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",£476 to £1183 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006634_B/index.htm
Farmhouse to let in rural Normandy Calvados - NC005884,"Bedrooms 2, Sleeps 6",£595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC005884/index.htm
Luxury villa with private pool in Charente - PC006546,"Bedrooms 3, Sleeps 6, Ratings 3 9.4/10",£1275 to £1575 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006546/index.htm
"Large holiday house with pool, Soupex, Aude - RA007246","Bedrooms 6, Sleeps 12",£2750 to £3900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA007246/index.htm
"Holiday Gite to let in rural Mayenne, Loire - LM005947_A","Bedrooms 3, Sleeps 6, Ratings 2 9.8/10",£375 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM005947_A/index.htm
"Large holiday gite with pool, rural Aquitaine - AT005799","Bedrooms 3, Sleeps 6",£845 to £1445 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005799/index.htm
Holiday cottage to let in rural Aquitaine - AT004952,"Bedrooms 2, Sleeps 4, Ratings 12 10/10",£580 to £880 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT004952/index.htm
"Holiday cottage, private pool, Limousin - UH007604","Bedrooms 6, Sleeps 14",£2000 to £3000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UH007604/index.htm
Self catering holiday cottage & pool Brittany - BF000872_B,"Bedrooms 3, Sleeps 7",£419 to £875 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF000872_B/index.htm
"Carriage house rental, Manche - NM001773_B","Bedrooms 5, Sleeps 12",£865 to £1015 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001773_B/index.htm
"Pretty Holiday Barn Conversion & pool, Cersay - PS007241","Bedrooms 2, Sleeps 5",£595 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS007241/index.htm
"Lovely villa with heated pool, Charente - PC005449","Bedrooms 4, Sleeps 8, Ratings 6 9.5/10",£749 to £2595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005449/index.htm
Holiday cottage let nr Chateaubriant - LA002630,"Bedrooms 2, Sleeps 5, Ratings 3 10/10",£350 to £525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LA002630/index.htm
Holiday let for 6 near Vendée Beaches & Parks - LV005051,"Bedrooms 3, Sleeps 6, Ratings 13 9.8/10",£525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005051/index.htm
Holiday cottage rental nr river in Morbihan - BM004861,"Bedrooms 2, Sleeps 4, Ratings 4 9.8/10",£420 to £693 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM004861/index.htm
Stone house and large pool in Deux Sevres - PS005219,"Bedrooms 7, Sleeps 15, Ratings 1 10/10",£1800 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005219/index.htm
Rural cottage to let in Loire Valley - VE006295,"Bedrooms 1, Sleeps 2, Ratings 1 8.5/10",£395 to £495 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VE006295/index.htm
Dog friendly holiday gite in rural Normandy - NM005929,"Bedrooms 3, Sleeps 6, Ratings 14 10/10",£500 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005929/index.htm
Charming gite to let in Poitou Charentes - PC006471,"Bedrooms 2, Sleeps 5",£500 to £660 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006471/index.htm
Spacious cottage for rental in Brittany - BM003353,"Bedrooms 2, Sleeps 5, Ratings 5 9.4/10",£325 to £625 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003353/index.htm
"Luxury gite with shared pool, Coulon - PS005265_B","Bedrooms 2, Sleeps 5, Ratings 4 9.4/10",£1285 to £1665 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS005265_B/index.htm
Lovely Cottage to let in Nord Pas de Calais - DP007269,"Bedrooms 1, Sleeps 4",£284 to £434 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/DP007269/index.htm
Holiday let with pool in rural Western Loire - LL005072_C,"Bedrooms 2, Sleeps 4, Ratings 2 9.6/10",€495 to €675 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL005072_C/index.htm
Lovely gite to let with pool in Charante - PC007687,"Bedrooms 2, Sleeps 4",£580 to £780 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007687/index.htm
"Holiday gite for 2 shared pool, nr Auch, Gers - MG006557","Bedrooms 1, Sleeps 2",£380 to £495 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG006557/index.htm
Apartment to let with pool in Aude - RA006807,"Bedrooms 2, Sleeps 4",£429 to £1233 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA006807/index.htm
Holiday house to let in Normandy - NM003167,"Bedrooms 2, Sleeps 4, Ratings 8 8.9/10",£400 to £600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003167/index.htm
Lovely Cottages To Let In Normandy - NM007227_A,"Bedrooms 4, Sleeps 7",€1120 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM007227_A/index.htm
Large holiday let in Aquitaine + heated pool - AD004985,"Bedrooms 5, Sleeps 12, Ratings 1 9.7/10",£1600 to £2600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004985/index.htm
"Luxury villa to let with private pool, Tarn - MT007513","Bedrooms 3, Sleeps 6",£1141 to £2002 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT007513/index.htm
Holiday Cottage for 4 in North Brittany - BN007484_A,"Bedrooms 2, Sleeps 4",£300 to £385 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN007484_A/index.htm
Detached holiday rental in Midi Pyrenees - MA005110,"Bedrooms 4, Sleeps 8, Ratings 6 9.7/10",£995 to £1995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA005110/index.htm
Large holiday gite & pool in rural Aquitaine - AT005499,"Bedrooms 4, Sleeps 10, Ratings 1 9.7/10",£1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005499/index.htm
"Spacious gite to let, private pool, Limousin - UO007221","Bedrooms 3, Sleeps 6",£650 to £910 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UO007221/index.htm
1 bedroom holiday with pool gite near Eymet - AT006594,"Bedrooms 1, Sleeps 2",£580 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006594/index.htm
Converted barn in Midi Pyrenees to let - ML004295,"Bedrooms 3, Sleeps 6, Ratings 2 9.9/10",£355 to £990 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/ML004295/index.htm
Charming cottage to let in Cotes d'Armor - BN007672,"Bedrooms 2, Sleeps 4, Ratings 24 9.8/10",£400 to £625 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN007672/index.htm
Self catering holiday cottage 6km from Ruffec - PC003554,"Bedrooms 1, Sleeps 2, Ratings 4 9.8/10",£210 to £480 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC003554/index.htm
Lovely gite to let with a pool in Boutenac - PM007699,"Bedrooms 2, Sleeps 4",£550 to £1200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007699/index.htm
Restored barn for rental in the Perigord - AD004022,"Bedrooms 2, Sleeps 5, Ratings 3 9.7/10",£863 to £1297 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004022/index.htm
 - PM002983_E,"Bedrooms 2, Sleeps 4",£345 to £835 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002983_E/index.htm
Family gite accommodation nr St Jean-d'Angély - PM002197_C,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£675 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002197_C/index.htm
Cottage to let in Aquitaine village of Nerac - AT005459,"Bedrooms 3, Sleeps 5",£575 to £790 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT005459/index.htm
"Holiday gite, shared pool, Ploerdut, Brittany - BM007121_A","Bedrooms 7, Sleeps 14",£280 to £890 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007121_A/index.htm
"Holiday villa, private pool, rural Dordogne - AD006058","Bedrooms 3, Sleeps 8, Ratings 2 9.4/10",£1505 to £2415 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006058/index.htm
Holiday gite for 6 with pool near Riberac - AD006496_A,"Bedrooms 8, Sleeps 16",£500 to £950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006496_A/index.htm
Farmhouse with pool for Dordogne holidays - AD000053,"Bedrooms 5, Sleeps 10",£2000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD000053/index.htm
Breton manor house holiday rental in Carentec - BF002889,"Bedrooms 5, Sleeps 12, Ratings 1 9.7/10",€1150 to €2050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF002889/index.htm
Gite with pool to let in Dordogne - AD004108,"Bedrooms 2, Sleeps 4, Ratings 2 9.3/10",£700 to £980 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004108/index.htm
"Cottage rental in Chateau grounds, Manche - NM001773_C","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£390 to £460 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001773_C/index.htm
Spacious luxury gite let nr to Vendee beaches - LV004472_A,"Bedrooms 13, Sleeps 38",£695 to £2495 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV004472_A/index.htm
Stone farm cottage to let in rural Dordogne - AD003550,"Bedrooms 1, Sleeps 4, Ratings 2 9.3/10",£455 to £565 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003550/index.htm
"Farmhouse with private pool to let, Charente - PC005951","Bedrooms 4, Sleeps 8, Ratings 12 10/10",£899 to £1649 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005951/index.htm
Family friendly house to let near Saumur - PV006240,"Bedrooms 2, Sleeps 4, Ratings 2 9.4/10",£735 to £925 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV006240/index.htm
"Bargain gite holiday for 2, in the Charente - PC006061","Bedrooms 1, Sleeps 2, Ratings 1 10/10",£434 to £734 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006061/index.htm
Holiday cottage in Brittany - BI007539,"Bedrooms 2, Sleeps 6",£634 to £684 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI007539/index.htm
Cottage in Limousin for holidays - UO005616,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£350 to £490 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UO005616/index.htm
"Holiday cottage in Brittany, nr Huelgoat - BF007106","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£610 to £720 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF007106/index.htm
Spacious holiday gite nr Saumur Western Loire - LL006375,"Bedrooms 2, Sleeps 5, Ratings 3 9.4/10",£625 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL006375/index.htm
Holiday cottage with pool to let near Gemozac - PM002756_B,"Bedrooms 3, Sleeps 8, Ratings 1 9.7/10",£750 to £1360 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002756_B/index.htm
"Large farmhouse & pool to let, Midi Pyrenees - MA007622","Bedrooms 6, Sleeps 10",£765 to £3320 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA007622/index.htm
Holiday let with shared pool near Poitiers - PV005063,"Bedrooms 3, Sleeps 6, Ratings 1 8.8/10",£644 to £1050 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV005063/index.htm
Barn Conversion to let in central Burgundy - GC005911,"Bedrooms 3, Sleeps 5, Ratings 2 9.9/10",£550 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/GC005911/index.htm
Beautiful house just a 4 minute walk to beach - NM003776,"Bedrooms 4, Sleeps 9",£665 to £883 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003776/index.htm
Cottage for holiday let Vienne - PV003355,"Bedrooms 2, Sleeps 4",£600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV003355/index.htm
Pretty cottage for holidays in Saint-Connec - BN004852,"Bedrooms 3, Sleeps 6",£500 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004852/index.htm
Village house to let in St Antonin Noble Val - MN005879,"Bedrooms 2, Sleeps 4",£495 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MN005879/index.htm
Holiday gite near Aulnay with shared pool - PM004395_B,"Bedrooms 5, Sleeps 10, Ratings 1 10/10",£300 to £850 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM004395_B/index.htm
"Spacious farmhouse with pool to let, Charente - PC006316","Bedrooms 5, Sleeps 12, Ratings 2 9.7/10",£1200 to £1900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006316/index.htm
"Holiday farmhouse for 8, Guegon, Brittany - BM005746","Bedrooms 5, Sleeps 11",£734 to £1134 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005746/index.htm
Self catering farmhouse to let in Aquitaine - AD003218_B,"Bedrooms 4, Sleeps 8",€700 to €1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003218_B/index.htm
Character chateau with private pool in Allier - OA005139,"Bedrooms 7, Sleeps 10",£1450 to £1850 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/OA005139/index.htm
"Characterful cottage & pool to let, Dordogne - AD007477","Bedrooms 3, Sleeps 5",€800 to €1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007477/index.htm
Holiday gite for 6 with pool near Riberac - AD006496_B,"Bedrooms 3, Sleeps 6",£600 to £950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006496_B/index.htm
"Converted barn to let with pool, rural Vendée - LV005137","Bedrooms 3, Sleeps 6",£450 to £1575 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005137/index.htm
Gite for 2 for let in Normandy - NO004895,"Bedrooms 1, Sleeps 2",£360 to £500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO004895/index.htm
"Tastefully Furnished Villa, Pool, Marseillan - RH004043_A","Bedrooms 4, Sleeps 8, Ratings 15 9.3/10",£710 to £2349 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH004043_A/index.htm
Self catering villa rental nr Tranche sur Mer - LV003369,"Bedrooms 4, Sleeps 8, Ratings 9 9.9/10",£1950 to £2650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV003369/index.htm
"Apartment for 2 to let nr St Malo, Brittany - BI006343","Bedrooms 1, Sleeps 2",£605 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI006343/index.htm
"Holiday glamping site for 6 people, Dordogne - AD005040","Bedrooms 3, Sleeps 6, Ratings 1 9.8/10",£650 to £950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005040/index.htm
Lovely Restored Cottage for Holiday in Vienne - PV004990,"Bedrooms 3, Sleeps 7, Ratings 2 9.7/10",£854 to £1211 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV004990/index.htm
Cottage to let with shared pool near Ruffec - PC003793,"Bedrooms 2, Sleeps 5",£350 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC003793/index.htm
"2 bed gite with pool to let, Dordogne village - AD005867","Bedrooms 2, Sleeps 4, Ratings 4 9.8/10",£500 to £990 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005867/index.htm
Family gite accommodation nr St Jean-d'Angély - PM002197_A,"Bedrooms 4, Sleeps 6",£475 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002197_A/index.htm
Mobile home to let on 4* site in the Vendee - LV007201,"Bedrooms 3, Sleeps 6",£250 to £350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007201/index.htm
Holiday let in Charente near Riberac - PC005064,"Bedrooms 2, Sleeps 4",£525 to £695 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005064/index.htm
Lovely gite to let in large grounds in Aude - RA006541,"Bedrooms 2, Sleeps 4",£280 to £720 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA006541/index.htm
Spacious holiday cottage + pool near Eymet - AT006253,"Bedrooms 2, Sleeps 4, Ratings 2 9.8/10",£680 to £940 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006253/index.htm
"Cottage to let on its own island, Aquitaine - AT007152","Bedrooms 2, Sleeps 4, Ratings 1 8.7/10",£650 to £840 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT007152/index.htm
"Petite Gite to let in rural Mayenne, Loire - LM005947_C","Bedrooms 1, Sleeps 2, Ratings 1 9.2/10",£375 to £580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM005947_C/index.htm
"First floor holiday apartment, Apt - CO007569","Bedrooms 1, Sleeps 3",£419 to £477 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CO007569/index.htm
"Farmhouse to let, private pool, Midi Pyrenees - MT007624","Bedrooms 5, Sleeps 13",£3990 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MT007624/index.htm
"Holiday cottage in peaceful setting, Brittany - BN007282","Bedrooms 2, Sleeps 3, Ratings 1 9.8/10",£600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN007282/index.htm
Gite with pool to let in the Vendee - LV007058,"Bedrooms 2, Sleeps 8",£720 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007058/index.htm
Mobile home to let with large plot in Vendée - LV004695,"Bedrooms 3, Sleeps 8",£700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV004695/index.htm
"Stunning sea view house to let, Brittany - BM007321","Bedrooms 4, Sleeps 8",£830 to £1810 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM007321/index.htm
Holiday Gite and pool to let in Languedoc - RH007415,"Bedrooms 4, Sleeps 8",£1155 to £1750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH007415/index.htm
Holiday gite in rural Normandy Calvados - NC005901,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC005901/index.htm
Lovely holiday let with a pool in Macqueville - PM007707,"Bedrooms 6, Sleeps 12",£700 to £2800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007707/index.htm
Ski & Cycling Chalet to let in Haute Savoie - HH005742,"Bedrooms 4, Sleeps 8, Ratings 1 10/10",£1330 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/HH005742/index.htm
Gite to let in Chateau grounds in Serrigny - GY006453,"Bedrooms 3, Sleeps 6",£750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/GY006453/index.htm
Farmhouse in peaceful location in Brittany - BI004200,"Bedrooms 2, Sleeps 6",£575 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI004200/index.htm
"Three bedroom holiday cottage, Charente - PC007628","Bedrooms 3, Sleeps 6",£500 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007628/index.htm
Holiday cottage rental in Brittany - BN000920_C,"Bedrooms 5, Sleeps 13, Ratings 2 9.8/10",£1300 to £2150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN000920_C/index.htm
"Pretty holiday cottage rental, Brittany - BM001294_D","Bedrooms 2, Sleeps 5",£325 to £525 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM001294_D/index.htm
Holiday gite in Saint Connec in countryside - BN004447,"Bedrooms 3, Sleeps 8, Ratings 2 10/10",£650 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004447/index.htm
"Large gite to let in rural Normandy, Manche - NM005907","Bedrooms 2, Sleeps 4, Ratings 1 9.7/10",£360 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005907/index.htm
"Lovely house with private pool, Aquitaine - AT006019","Bedrooms 3, Sleeps 6, Ratings 2 10/10",£1995 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006019/index.htm
Renovated farmhouse for holiday rental Cognac - PM002880,"Bedrooms 3, Sleeps 8, Ratings 16 9.3/10",£550 to £1025 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002880/index.htm
Spacious gite to let in rural Normandy Manche - NM005963,"Bedrooms 3, Sleeps 6, Ratings 3 8.1/10",£350 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005963/index.htm
Holiday Farmhouses to rent near Dinan - BN001600_A,"Bedrooms 4, Sleeps 8, Ratings 2 8.8/10",£400 to £550 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN001600_A/index.htm
Holiday rental with heated pool in Brittany - BM003152,"Bedrooms 4, Sleeps 9, Ratings 1 8.5/10",£765 to £1395 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM003152/index.htm
Self catering chateau 40km La Rochelle - PM003416,"Bedrooms 8, Sleeps 14, Ratings 2 9.2/10",£1999 to £4200 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM003416/index.htm
One of 4 gites for holiday let Vendee - LV003559_A,"Bedrooms 14, Sleeps 33, Ratings 2 10/10",£700 to £2150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV003559_A/index.htm
Gite with on-site fishing lake in Charente - PC006379,"Bedrooms 2, Sleeps 6, Ratings 3 9.9/10",£500 to £660 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC006379/index.htm
"Beautiful farmhouse to let, Indre et Loire - VI005495","Bedrooms 4, Sleeps 7, Ratings 10 10/10",£950 to £1150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI005495/index.htm
Holiday cottage in Limousin - UH006521,"Bedrooms 3, Sleeps 8, Ratings 2 10/10",£975 to £1075 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/UH006521/index.htm
"18thC Chateau rental, 3 acre grounds, Manche - NM001773_A","Bedrooms 11, Sleeps 27",£2625 to £3500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001773_A/index.htm
Riverside house with pool to let St Savinien - PM007337,"Bedrooms 7, Sleeps 14",£2750 to £3450 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM007337/index.htm
Holiday apartment rental view marina Normandy - NC000033,"Bedrooms 2, Sleeps 6, Ratings 3 9.4/10",£390 to £580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC000033/index.htm
Breton holiday cottage to let in Brittany - BI003299,"Bedrooms 2, Sleeps 4, Ratings 21 10/10",£550 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI003299/index.htm
Farmhouse in Brittany with pool - BM006369,"Bedrooms 5, Sleeps 11, Ratings 1 9.8/10",£1040 to £1340 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM006369/index.htm
Large Manor House and pool to let in Charente - PC007268,"Bedrooms 5, Sleeps 10",£2996 to £3325 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007268/index.htm
Spacious private holiday gite in Dordogne - AT006551,"Bedrooms 4, Sleeps 8",£1512 to £1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006551/index.htm
